あい	阿井,愛,曾,相,藍,會
たまにう	玉生
たまにし	玉西
たまにゅう	玉生
たまぬき	玉貫
たまね	玉根
たまの	玉乃,玉野,珠野
たまのい	玉ノ井,玉乃井,玉之井,玉野井
たまのうち	玉之内
たまはし	玉橋
たまはら	玉原
たまひさ	玉久
たまふじ	玉藤
たまふね	玉舟
たまほこ	玉鉾
たまほり	玉堀
たまま	玉真,玉眞
たままき	玉巻
たままる	玉丸
たまみず	玉水
たまみつ	玉光
たまみね	玉峰
たまむし	玉虫,玉蟲
たまむら	玉村,玉邑,珠村
たまむろ	圭室
たまめ	玉目
たまもと	玉元,玉本
たまもり	玉森,玉盛
たまや	玉屋,玉舎,玉谷,玉矢
たまやなぎ	玉柳
たまやま	玉山
たまよし	玉吉
たまよせ	玉寄,玉代勢
たまより	玉寄
たまり	玉利,溜
たまりぶち	溜渕
たまりみず	溜水
たまる	多丸,田丸
たまるや	溜箭
たまわり	田廻
たみ	多見,民
たみあき	民秋
たみい	民井
たみおか	民岡
たみかど	民門
たみたに	民谷
たみだ	民田
たみなが	民長
たみなと	田港
たみなみ	田南
たみの	田簑,民野
たみや	田宮,民谷
たみわ	民輪
たむかい	田向
たむかえ	田迎
たむき	田向
たむら	多村,太村,田村,田邑,田邨
たむろ	田室
ため	多米
ためい	為井,溜井,爲井
ためいけ	溜池
ためいし	為石,爲石
ためか	爲家
ためかわ	溜川,爲川
ためがい	為ヶ井,為我井,為谷,集貝,田部井,田米開
ためき	為貴
ためくに	為国
ためくみ	為汲
ためぐり	為栗
ためさだ	為貞,為定
ためざわ	為澤
ためしげ	為重
ためすえ	為季,為末
ためだ	為田
ためちか	為近
ためとう	為藤
ためなが	為永,爲永
ためなり	為成
ためにし	為西
ためのり	為則,爲則
ためひさ	為久,爲久
ためひら	為平
ためひろ	為広
ためふさ	為房,爲房
ためみず	為水
ためもと	為本
ためもり	為森
たも	田茂
たもい	田茂井
たもう	玉生
たもかみ	田母神
たもがみ	田母神
たもぎ	田面木
たもつ	保,保津
たもと	田元,田本
たものき	田面木
たもり	多森,太森,田守,田森,田盛
たもん	多聞,多門,田門
たもんいん	多門院
たや	他谷,多屋,多谷,太矢,田屋,田家,田谷,田矢,旅,旅家
たやおか	太屋岡
たやがい	谷田貝
たやがき	太野垣
たやす	陀安,田安,田保
たやだて	田屋舘
たやなか	田舎中
たやま	多山,太山,田山
たやまち	田山地
たゆ	田湯
たゆい	田結
たゆき	田幸
たよし	田𠮷,田吉
たより	田頼
たら	多良,太良
たらお	多羅尾,太良尾
たらしま	田良島
たらすき	田羅鋤
たらはら	田良原
たらま	多羅間
たり	田利,田里
たりさわ	足澤
たる	多留,樽,樽井
たるい	垂井,樽井,樽家
たるいし	垂石
たるかわ	樽川
たるさわ	垂沢,足沢,樽沢,樽澤
たるしま	樽島
たるた	樽田
たるたに	垂谷,樽谷
たるちゃ	樽茶
たるとこ	樽床
たるふる	樽古
たるみ	垂,垂見,垂水,樽海,樽見,樽美
たるみず	垂水
たるもと	樽本
たるや	樽屋,樽家,樽谷
たれ	垂
たれかど	埀門
たれき	垂木
たれさわ	垂澤
たれのうち	垂ノ内
たろ	多呂
たろううら	太郎浦
たろうだ	太郎田
たろうまる	太郎丸
たろうら	太郎浦,太郎良
たわ	多和,田和
たわた	多和田,田綿
たわだ	多和田,峠田
たわもと	垰本
たわら	田原,俵
たわらぎ	俵木
たわらたに	俵谷
たわらだ	俵田
たわらつみた	俵積田
たわらつみだ	俵積田
たわらはら	俵原
たわらもと	俵本
たわらや	俵屋,俵谷,俵矢
たわらやま	俵山
たをの	垰野
たん	丹
たんあみ	丹阿弥
たんお	丹尾
たんかい	淡海
たんかわ	淡河
たんきく	丹菊
たんぎ	丹木
たんぎく	丹菊
たんけ	丹家
たんけい	丹慶
たんげ	丹下,丹家
たんご	丹古,丹呉,丹後,丹后,反後
たんごく	丹黒
たんざき	丹崎
たんざわ	丹沢,丹澤
たんしょ	丹所
たんしょう	丹生
たんじ	丹司,丹治
たんじま	丹嶌
たんじょう	丹上,丹正,丹生
たんせい	丹生
たんそう	丹宗
たんぞう	丹蔵
たんだ	丹多,丹田,短田,反田
たんだい	丹代,旦代
たんとう	丹藤
たんど	丹戸
たんどう	反頭
たんない	丹内
たんなか	反中
たんなわ	淡輪
たんね	丹根
たんの	丹野,淡野
たんのわ	淡輪
たんば	丹羽,丹波,丹葉
たんばた	反畑
たんばや	丹波屋
たんばら	丹原
たんぷ	反怖
たんべ	丹部,旦部
たんぼ	多武保,丹保,旦暮,田甫,反怖,反保,反甫
たんぽ	丹保,丹甫,旦保,端保,反怖,反保,反甫
たんぽう	反方
たんやま	丹山
だい	代,台,台場,大,臺
だいお	大尾
だいおう	大王
だいおうまる	大王丸
だいかい	大海
だいがく	大学
だいがや	大萱
だいき	台木,大喜
だいきゅうじ	大休寺
だいく	大工
だいくぞの	大工園
だいくはら	大工原
だいくばら	大工原
だいぐうじ	大宮司
だいけ	大家
だいげん	大源
だいこう	大光
だいこうじ	大光寺
だいこく	大黒
だいこくや	大黒屋,大黒谷
だいこんや	大根谷
だいご	太期,大胡,大五,大後,大護,大后,醍醐
だいごう	大郷
だいごぼう	大悟法
だいごん	大権
だいさく	大作
だいしま	代嶋
だいしょう	大聖
だいしょうじたに	大正寺谷
だいしょうじや	大聖寺谷
だいじま	代島
だいじょう	大上,大條
だいじょうご	大上戸
だいせい	大西
だいぜん	大膳
だいぞう	台蔵
だいた	代田
だいたに	大谷
だいだ	代田,大田
だいだい	代々,大代
だいちょう	大丁,大長
だいてん	大天
だいでん	大傳
だいとう	大塔,大東,大藤,大頭
だいとく	大德,大徳
だいどう	大同,大堂,大洞,大道,大銅
だいどうじ	大道寺
だいなか	台中,堤中,提中
だいなが	代永
だいなり	大成
だいに	大仁
だいにち	大日
だいにん	大仁
だいのぶ	台信,臺信
だいば	臺場
だいひさ	大久,大悲山
だいふ	題府
だいふく	大福
だいぶ	大部
だいほ	大保
だいぼ	大保
だいぼう	大坊
だいまつ	大松
だいまる	大丸
だいまるや	台丸屋,台丸谷,臺丸谷
だいみょう	大明
だいめ	大目
だいもと	大本
だいもん	大門
だいもんじ	大文字
だいやす	大安
だいよう	大用
だいら	大良,臺良
だいらく	大楽,大樂
だいり	大利
だいりき	大力
だいろくの	大六野
だが	駄賀
だけ	嵩,嶽
だけした	嵩下
だけの	嶽ノ
ださい	太斎,太細
だざい	太宰
だすぜ	出樋
だちく	駄竹
だつ	脱
だて	伊達,達
だてき	伊達木
だてぎ	伊達木
だてざき	伊達崎
だてみち	伊達道
だてやま	伊達山
だはら	駄原
だば	駄場
だほ	陀保
だやす	陀安
だるま	達摩,達磨
だん	旦,淡,団,壇,弾,檀,段,團
だんおか	檀岡
だんがみ	段上,團上
だんき	段木
だんご	團子
だんざか	段坂
だんざき	檀崎
だんした	段下
だんしょう	段證
だんじょう	弾正,檀上,段上
だんじょうばら	弾正原
だんたに	段谷
だんだ	段々,段田
だんつじ	壇辻,檀辻
だんづか	弾塚,段塚
だんどう	団藤,團藤
だんの	団野,檀野,段野,團野
だんのうえ	段ノ上,段之上
だんのうら	檀浦
だんのはら	團之原
だんばやし	段林
だんばら	檀原,段原
だんむら	団村,段村,團村
だんもと	段本
だんや	檀谷
ちあき	千秋,千明
ちあし	千足
ちい	地井
ちいろ	千色
ちうみ	地海
ちうら	千浦,地浦
ちえ	知恵
ちえだ	千枝
ちか	近
ちかあと	親跡
ちかい	近井
ちかいけ	近池
ちかいし	近石
ちかいずみ	近泉
ちかうち	近内
ちかうら	近浦
ちかおか	近岡
ちかかね	近兼
ちかがわ	近川
ちかき	近木
ちかきよ	近清
ちかさわ	近沢,近澤
ちかざわ	近沢,近澤
ちかしげ	近重
ちかしま	近島
ちかじま	近嶋
ちかすえ	近末
ちかずみ	近角
ちかそう	近惣
ちかた	近田
ちかたに	近谷
ちかだ	近田
ちかつ	近津
ちかつじ	近辻
ちかつね	近常
ちかなが	近長
ちかなみ	近浪
ちかなり	近成
ちかにし	近西
ちかの	近野,千鹿野
ちかはら	近原
ちかば	近葉
ちかひさ	近久
ちかひら	近平
ちかま	近間,千竃
ちかまつ	近松,近柗
ちかみ	近見,千頭
ちかむら	近村
ちかもち	近持
ちかもと	近本
ちかもり	近森
ちかや	近谷
ちかやま	近山
ちから	力
ちからいし	力石
ちからし	近嵐
ちかわ	千川
ちが	千賀
ちがい	違,千貝
ちがさき	千ヶ﨑,千ヶ崎
ちがね	千金
ちがはら	千川原
ちがま	千蒲
ちがみ	千神
ちがわ	地川
ちきた	千北,知北
ちきゅう	知久
ちきょう	知京,地京
ちきら	千木良
ちきり	千切
ちぎた	千北
ちぎら	千喜良,千輝,千吉良,千明,千木良
ちぎり	地切
ちく	竺,知久,築
ちくい	築井,筑井
ちくお	築尾
ちくがわ	筑川
ちくご	筑後
ちくさ	竺沙,千種,千草,千艸
ちくざき	築崎
ちくし	竹士,筑紫
ちくせ	築瀬,筑瀬
ちくたに	千久谷
ちくだ	竹田,筑田
ちくだいら	知久平
ちくだて	築舘,築達
ちくど	竺土
ちくに	千国,千國
ちくの	築野
ちくはな	築花
ちくば	竹馬
ちくぶ	竹生
ちくま	千熊,知久馬,竹間,竹馬,筑間,筑摩
ちくまる	筑丸
ちくみ	千酌
ちくもと	竹本,筑本
ちくら	千倉,千蔵,千藏
ちくり	地久里
ちくりんじ	竹林地
ちぐさ	千種,千草
ちぐち	地口
ちけん	知見
ちけんじ	千見寺,知見寺
ちごどう	児堂,児童
ちごの	児野,兒野
ちさい	地斎
ちさか	千坂,千阪
ちさき	地崎,樗木,苣木
ちさの	苣野
ちざき	地崎
ちざくら	千桜
ちざわ	千沢,千澤
ちしき	知識
ちしま	千島,千嶋
ちしゃき	樗木
ちしろ	千代
ちじ	千地,知地
ちじいわ	千々岩
ちそく	千足
ちだ	千田,知田,地田,智田
ちちい	乳井
ちちいわ	千々岩
ちちだ	父田
ちちぶ	千々布,秩父
ちぢ	千地
ちぢいわ	千々岩,千々石
ちぢき	千々木
ちぢなみ	千々波
ちぢまつ	千々松
ちぢみ	縮
ちぢや	千々谷
ちぢわ	千々岩,千々波,千々和
ちづい	千津井
ちづか	遅塚
ちづき	地附,地搗
ちづわ	千頭和
ちとく	知禿
ちとせ	千歳,千年
ちとせはら	千年原
ちとせや	千年屋
ちどい	地土井
ちな	知名
ちない	智内
ちなみ	因
ちぬき	千貫
ちぬし	地主
ちねん	知念
ちの	茅野,千野,知野,智野
ちのう	地濃
ちのね	茅根,千野根
ちのみ	知野見
ちはま	千浜,地浜,地濱
ちはや	千早,千速
ちはら	茅原,千原,知原,地原,智原,茆原
ちば	千羽,千波,千馬,千葉,知場,地場,地葉
ちばざくら	千葉桜,千葉櫻
ちばた	千畑
ちばと	千葉東
ちばとう	千葉東
ちばな	知花
ちばはら	千葉原
ちひら	知平,地平
ちふ	千布
ちふく	知福
ちふり	千振
ちぶさ	千房
ちま	千間
ちまた	千股
ちまる	千丸
ちみ	知見
ちむら	千村,千邑,地村
ちむろ	千室
ちもと	千本,地元,地本
ちもり	千守,千森,地守
ちゃ	茶
ちゃい	茶位
ちゃうり	茶賣
ちゃえん	茶円,茶園,茶圓
ちゃお	茶尾
ちゃき	茶木
ちゃぎ	茶木
ちゃしろ	茶城
ちゃぞの	茶園
ちゃたに	茶谷
ちゃだに	茶谷
ちゃちん	茶珍,茶珎
ちゃとう	茶藤
ちゃの	茶野
ちゃばた	茶畑
ちゃばたけ	茶畑,茶畠
ちゃばやし	茶林
ちゃばら	茶原
ちゃもと	茶本
ちゃや	茶屋,茶谷
ちゃやがいと	茶谷垣内
ちゃやはら	茶屋原,茶谷原
ちゃやま	茶山
ちゃわんや	茶碗谷
ちや	千屋,千谷
ちやえん	茶圓
ちゅう	秋,忠
ちゅうか	中加
ちゅうがんじ	中願寺,忠願寺
ちゅうぐん	中軍,中郡
ちゅうげんじ	仲元寺
ちゅうこ	中古
ちゅうご	中後
ちゅうごん	中言
ちゅうざ	中座
ちゅうざわ	忠澤
ちゅうしょ	中所
ちゅうじま	忠嶋
ちゅうじょ	忠女
ちゅうじょう	中城,中条,中條
ちゅうじょうや	中條屋
ちゅうぜんじ	中善寺
ちゅうた	忠田
ちゅうだ	中田,忠田
ちゅうとう	中頭
ちゅうどう	中堂,中道
ちゅうなばやし	中名林,仲納林
ちゅうば	中場,中馬
ちゅうばち	中鉢,仲鉢,忠鉢,昼八
ちゅうま	中馬
ちゅうまん	中馬,中満,中萬
ちゅうみょう	中名
ちゅうりき	中力
ちゅうれい	中禮
ちょう	丁,張,長,頂
ちょうあい	長愛
ちょうあみ	長網
ちょうえい	長栄
ちょうかい	鳥海
ちょうき	長木
ちょうきゅう	長久
ちょうぎょうじ	長行司
ちょうぐち	長口
ちょうこうじ	長興寺
ちょうごう	長郷
ちょうさ	帖佐
ちょうし	町支,調子,調枝,銚子
ちょうしょ	調所
ちょうじ	丁子,長司,長治
ちょうじゃ	長者
ちょうじゃくぼ	長者久保
ちょうじゃもり	長者森
ちょうじゅ	長寿
ちょうじょう	中条
ちょうじん	長神
ちょうすけざわ	長助澤
ちょうそう	朝増
ちょうそかべ	長宗我部,長曽我部
ちょうだ	丁田,長田
ちょうち	帖地
ちょうとう	長東
ちょうとく	長徳
ちょうどう	張堂
ちょうな	長名
ちょうなばやし	蝶名林
ちょうなん	長南
ちょうの	丁野,眺野,蝶野,長濃,長野
ちょうのう	張能
ちょうはた	丁畑
ちょうふく	長福
ちょうほう	長宝
ちょうや	挺屋
ちょうやま	帳山
ちょうよう	長養
ちょうらく	長楽
ちょくし	猪口志
ちょくしがわら	勅使瓦
ちょっき	一寸木
ちよ	千代
ちようら	千代浦
ちよかわ	千代川
ちよくぼ	千代窪
ちよこり	千代樵
ちよざき	千代崎
ちよざわ	千代沢,千代澤
ちよし	天勝
ちよじま	千代島
ちよぞの	千代薗
ちよたに	千代谷
ちよたんだ	千代反田
ちよだ	千代田
ちよのぶ	千代延
ちよはら	千代原
ちよま	千代間
ちよまつ	千代松
ちよまる	千代丸
ちよむら	千代村
ちよや	千代谷
ちり	知里
ちりふ	池鯉鮒
ちりょう	知領
ちわ	千輪,智和
ちわき	血脇,千脇,知脇
ちわた	千綿
ちわや	千巖
ちんさか	珍坂
ちんじゅ	鎮守
ちんぜい	鎮西
ちんだ	珍田
ちんどう	珍道,椿堂
ちんな	珍名
ちんばら	椿原
ちんべ	珍部
ぢがみ	地神
ぢき	地木
ぢさき	地崎
ぢぞう	地蔵
ぢぬし	地主
ぢびき	地引,地曳
ぢふく	地福
ぢむら	地村
ぢらた	地良田
ぢんない	陳内
つ	津
つあき	津秋
つい	津井
ついき	対木,築城,立木,對木
ついこばしがわ	後小橋川
ついざき	對崎
ついじ	対比地,築地
ついだ	津井田
ついぢ	築地
ついどう	築道
ついひじ	築比地
ついひち	対比地
つうき	通木
つうざき	通崎
つうぜん	通善
つうどう	通堂
つうの	通野
つうやま	通山
つうら	津浦
つえ	津江
つえだ	杖田,潰田
つえはら	杖原
つえむら	杖村
つおか	津岡
つか	塚,塚,柄
つかい	塚井
つかお	塚尾
つかおか	束岡
つかがわ	塚川
つかぐち	塚口,塚口
つかこし	塚越,塚越
つかごし	塚越,塚越,塚腰
つかさ	宰,司,政
つかさき	塚崎,墳﨑,墳崎
つかざき	塚﨑,塚﨑,塚崎,柄崎
つかざわ	塚澤
つかしま	塚島
つかじ	塚地
つかじま	塚島
つかせ	塚瀬
つかた	束田,塚田
つかたに	塚谷,塚谷
つかだ	塚田,束田,塚田,柄田
つかだいら	塚平,塚平
つかど	津門
つかなか	塚中
つかにし	塚西
つかね	塚根
つかの	束野,塚野,柄野
つかはち	塚八
つかはら	塚原,束原,塚原
つかばやし	塚林
つかばら	塚原
つかべ	塚部
つかま	塚間
つかまさ	塚正,塚正
つかます	塚升
つかまつ	塚松,塚松
つかみ	塚見
つかむら	束村
つかもと	塚元,塚本,束本,津下本,塚元,塚本,墳本,柄本
つかや	塚谷,塚谷
つかやま	津嘉山,塚山
つかわき	塚脇
つが	津賀,都我,都香
つがき	津垣
つがね	津金,栂根
つがねざわ	津金沢,津金澤
つがはら	津ヶ原
つがみ	津上
つがむら	栂村
つがやす	栂安
つがやま	津賀山
つがる	津軽
つがるいし	津軽石
つがるや	津軽谷
つがわ	津河,津川,都河,都川
つき	槻
つきあし	月脚,月足
つきあて	突當
つきい	月井,月居
つきうだ	月生田
つきうら	月浦
