あいいちろう	愛一朗,愛一郎,藍一朗,藍一郎,愛一朗,愛一郎,藍一朗,藍一郎
はるしげ	温賀,開成,治滋,治重,治繁,治茂,春薫,春滋,春重,春成,春繁,春茂,晴滋,晴重,晴茂,青成
はるた	はるた,絢太,絢大,羽琉汰,羽瑠太,羽瑠汰,映多,映太,栄太,栄汰,栄大,温太,温汰,温大,花樹,華汰,華駄,華大,開多,開太,開汰,開大,喜太,喜汰,啓太,啓汰,啓大,元太,玄汰,玄大,浩太,桜大,始大,時詩,時汰,治多,治太,治汰,治大,春詩,春多,春太,春汰,春大,榛太,榛汰,榛大,晴詩,晴多,晴太,晴汰,晴舵,晴泰,晴大,晴田,晴平,晴立,晴留太,晴瑠太,青多,青太,青汰,青大,全大,大汰,暖多,暖太,暖汰,暖泰,暖大,知汰,張太,東太,日太,日汰,把流汰,覇琉太,覇瑠太,波琉太,波瑠太,波瑠汰,八留太,明大,悠詩,悠多,悠太,悠汰,悠泰,悠大,葉流太,葉留太,葉瑠太,遥詩,遥多,遥太,遥汰,遥駄,遥泰,遥大,陽建,陽詩,陽多,陽太,陽汰,陽泰,陽大,陽平,陽立,遼多,遼太,遼汰,遼大,晏太,遙太,遙汰,遙大
はるたか	はるたか,玄恭,玄空,玄昂,玄崇,玄鷹,玄天,玄隆,浩宇,桜嵩,桜隆,桜稜,治貴,治孝,治嵩,治隆,春岳,春貴,春喬,春敬,春孝,春昂,春高,春峻,春崇,春嵩,春尊,春太,春太佳,春太加,春太花,春太香,春鷹,春飛,春鳳,春隆,晴宇,晴岳,晴貴,晴空,晴啓,晴敬,晴孝,晴高,晴峻,晴崇,晴嵩,晴尊,晴太佳,晴太加,晴太花,晴太香,晴鷹,晴天,晴万,晴理,晴隆,晴稜,青汰榎,暖隆,美薫,敏隆,明高,悠岳,悠貴,悠敬,悠謙,悠孝,悠高,悠峻,悠嵩,悠鷹,悠天,悠鳳,悠隆,悠稜,葉流貴,葉流太加,葉留貴,葉留太加,葉瑠貴,葉瑠太加,遥岳,遥貴,遥敬,遥孝,遥高,遥崇,遥嵩,遥太佳,遥太加,遥太花,遥太香,遥汰佳,遥汰賀,遥鷹,遥隆,遥稜,陽貴,陽空,陽孝,陽昂,陽尚,陽嵩,陽天,陽鳳,陽隆,遼貴,遼皐,遼太佳,遼太加,遼太花,遼太香,遼鳳,遼誉,遼隆,脩恭,遙貴,遙敬,遙太佳,遙太加,遙太花,遙太香
はるたけ	玄猛,春威,春岳,春健,春剛,春武,春孟,春猛,春雄,春赳,晴岳,晴健,晴丈,晴武,悠健,遥嵩,陽健
はるただ	治正,治只,治但,治忠,治唯,春正,春只,春但,春忠,春唯,張忠,明也,陽忠,遼忠,晏彰
はるたろう	はるたろう,温大郎,喜太朗,玄太郎,治多郎,治太朗,治太郎,治汰朗,治大朗,春多朗,春多郎,春太朗,春太郎,春駄郎,晴太朗,晴太郎,晴大郎,暖太朗,暖太郎,暖大郎,日太郎,明大郎,悠太朗,悠太郎,遥太郎,遥大朗,陽多郎,陽太朗,陽太郎,陽汰朗,陽大朗,遼太郎
はるちか	はるちか,栄親,喜恒,玄次,玄真,玄親,桜慶,治哉,治慈,治周,治親,治睦,春允,春慶,春哉,春慈,春周,春親,春睦,春悠,晴愛,晴央,晴近,晴慶,晴哉,晴至,晴慈,晴周,晴親,晴千佳,晴知夏,晴直,晴悠,大悠,暖央,悠央,悠義,悠慶,悠元,悠史,悠周,悠親,悠睦,悠和,遥哉,遥親,遥直,遥睦,遥悠,陽愛,陽央,陽恒,陽哉,陽周,陽親,陽睦,陽悠,陽和
はるつぐ	温継,温丞,玄嗣,治嗣,春胤,春継,春告,春嗣,春丞,春続,晴継,暖二,悠継,陽継,陽嗣,遙紹
はると	溫人,はると,はる斗,はる翔,ハルト,絢音,絢士,絢人,絢仁,絢斗,絢燈,絢翔,一温,羽流都,羽流飛,羽流翔,羽琉人,羽琉太,羽琉斗,羽留翔,羽瑠人,羽瑠斗,羽瑠冬,映瑠人,栄士,栄人,栄仁,栄斗,栄杜,栄登,栄飛,栄富,栄琉音,栄琉仁,栄翔,永翔,温音,温士,温人,温仁,温尊,温太,温大,温跳,温斗,温杜,温登,温都,温富,温豊,温翔,果琉斗,花人,花百,花利,華士,華人,華斗,華杜,華都,華冬,華飛,華翔,開士,開登,開翔,喜叶,喜士,喜人,喜仁,喜斗,喜都,喜翔,啓虎,啓人,啓仁,啓斗,啓杜,啓利,啓翔,元音,元士,元斗,元都,元富,元翔,玄乙,玄音,玄虎,玄士,玄人,玄仁,玄征,玄聡,玄兎,玄斗,玄登,玄都,玄燈,玄翔,浩十,浩人,浩飛,浩翔,桜永,桜乙,桜虎,桜士,桜糸,桜人,桜仁,桜達,桜斗,桜杜,桜燈,桜敏,桜豊,桜橙,時士,時冬,時翔,治外,治士,治時,治人,治仁,治徒,治斗,治杜,治渡,治登,治途,治都,治飛,治朋,治豊,治友,治利,治橙,治翔,春都,春一,春永,春沖,春音,春解,春兜,春琴,春研,春軒,春戸,春採,春采,春士,春諮,春時,春執,春疾,春釈,春十,春臣,春人,春仁,春訊,春図,春遂,春澄,春征,春摂,春説,春操,春存,春太,春大,春跳,春綴,春兎,春堵,春塗,春徒,春斗,春杜,春渡,春登,春途,春都,春砥,春度,春土,春刀,春祷,春透,春頭,春篤,春把,春泊,春飛,春百,春敏,春富,春冨,春弁,春朋,春訪,春豊,春磨,春問,春門,春冶,春訳,春友,春利,春流斗,春琉人,春隆,春隣,春瑠人,春瑠斗,春瑠翔,春論,春攝,春摯,春橙,春詢,昭十,昭人,昭斗,昭都,昭翔,榛と,榛音,榛士,榛秋,榛人,榛仁,榛斗,榛杜,榛登,榛都,榛冬,榛飛,榛翔,成斗,晴と,晴乙,晴音,晴外,晴空,晴虎,晴采,晴士,晴疾,晴十,晴昇,晴人,晴仁,晴図,晴征,晴説,晴聡,晴太,晴大,晴跳,晴兎,晴徒,晴斗,晴杜,晴渡,晴登,晴途,晴都,晴砥,晴土,晴冬,晴燈,晴透,晴道,晴任,晴博,晴隼,晴敏,晴富,晴歩,晴豊,晴友,晴利,晴流都,晴琉人,晴琉斗,晴琉都,晴琉翔,晴隆,晴瑠人,晴瑠斗,晴橙,生瑠人,生瑠斗,青士,青人,青仁,青征,青大,青鳥,青斗,青杜,青登,青都,青冬,青燈,青篤,青飛,青翔,全翔,大虎,大采,大仁,大斗,大杜,大登,大透,大隼,大朋,大豊,大友,暖永,暖音,暖叶,暖采,暖士,暖人,暖仁,暖太,暖大,暖跳,暖堵,暖徒,暖斗,暖杜,暖渡,暖登,暖都,暖土,暖冬,暖透,暖飛,暖百,暖豊,暖和,暖翔,知叶,知斗,知翔,東斗,東杜,日音,日虎,日人,日斗,日登,日都,日飛,日富,日野,日橙,巴琉音,巴琉人,巴琉斗,巴琉都,巴瑠士,巴瑠人,巴楼人,把瑠都,覇音,覇鷺音,覇人,覇斗,覇流翔,覇琉斗,覇翔,波流音,波流人,波琉音,波琉人,波琉斗,波琉登,波琉留,波琉翔,波留人,波留斗,波留翔,波瑠音,波瑠人,波瑠斗,波瑠杜,波瑠都,波瑠翔,美德,美永,美斗,美灯,美翔,明永,明音,明士,明斗,明杜,明百,明豊,明翔,孟翔,優音,悠都,悠永,悠遠,悠沖,悠音,悠解,悠外,悠兜,悠研,悠軒,悠絃,悠戸,悠虎,悠採,悠采,悠士,悠諮,悠時,悠執,悠疾,悠釈,悠寿,悠十,悠準,悠心,悠人,悠仁,悠訊,悠図,悠征,悠聖,悠摂,悠説,悠操,悠聡,悠存,悠太,悠大,悠達,悠跳,悠綴,悠兎,悠堵,悠塗,悠徒,悠斗,悠杜,悠渡,悠登,悠途,悠都,悠砥,悠度,悠土,悠冬,悠透,悠頭,悠徳,悠把,悠泊,悠隼,悠飛,悠敏,悠富,悠冨,悠弁,悠訪,悠豊,悠磨,悠問,悠門,悠冶,悠訳,悠友,悠琉人,悠留,悠論,悠攝,悠摯,悠橙,悠翔,悠詢,葉流都,葉流翔,葉琉人,葉琉斗,葉琉都,葉琉翔,葉留都,葉瑠仁,葉瑠斗,葉瑠都,遥都,遥沖,遥乙,遥音,遥解,遥外,遥兜,遥研,遥軒,遥戸,遥採,遥采,遥士,遥諮,遥執,遥疾,遥釈,遥十,遥人,遥仁,遥訊,遥図,遥征,遥摂,遥説,遥操,遥存,遥太,遥大,遥跳,遥綴,遥兎,遥堵,遥塗,遥徒,遥斗,遥杜,遥渡,遥登,遥途,遥都,遥砥,遥度,遥土,遥冬,遥島,遥灯,遥等,遥統,遥透,遥頭,遥把,遥泊,遥敏,遥富,遥冨,遥弁,遥歩,遥訪,遥豊,遥磨,遥問,遥冶,遥訳,遥友,遥利,遥論,遥攝,遥摯,遥橙,遥詢,陽と,陽永,陽乙,陽音,陽叶,陽兜,陽采,陽士,陽時,陽十,陽人,陽仁,陽遂,陽征,陽太,陽大,陽跳,陽兎,陽徒,陽斗,陽杜,陽登,陽都,陽土,陽冬,陽当,陽透,陽隼,陽百,陽富,陽歩,陽豊,陽門,陽友,陽悠,陽橙,流斗,流翔,良采,良仁,良斗,良飛,良翔,遼都,遼沖,遼音,遼解,遼叶,遼兜,遼研,遼軒,遼採,遼采,遼士,遼諮,遼執,遼疾,遼釈,遼十,遼俊,遼人,遼仁,遼訊,遼図,遼征,遼摂,遼説,遼操,遼聡,遼存,遼太,遼大,遼智,遼跳,遼綴,遼兎,遼堵,遼塗,遼徒,遼斗,遼杜,遼渡,遼登,遼途,遼都,遼砥,遼度,遼土,遼燈,遼頭,遼把,遼泊,遼敏,遼富,遼冨,遼弁,遼訪,遼豊,遼磨,遼問,遼門,遼冶,遼訳,遼利,遼留,遼論,遼攝,遼摯,遼翔,遼詢,令虎,令采,令人,令仁,令斗,令登,令都,令透,令橙,令翔,晏士,晏聡,晏利,晏翔,榮人,榮仁,櫻虎,櫻斗,櫻登,櫻翔,脩采,脩人,脩仁,脩太,脩斗,脩登,脩友,脩翔,遙都,遙沖,遙乙,遙音,遙解,遙兜,遙研,遙軒,遙戸,遙採,遙采,遙士,遙諮,遙執,遙疾,遙釈,遙十,遙人,遙仁,遙訊,遙図,遙征,遙摂,遙説,遙操,遙存,遙跳,遙綴,遙兎,遙堵,遙塗,遙徒,遙斗,遙杜,遙渡,遙登,遙途,遙都,遙砥,遙度,遙土,遙冬,遙燈,遙頭,遙把,遙泊,遙飛,遙敏,遙富,遙冨,遙弁,遙訪,遙豊,遙磨,遙問,遙冶,遙訳,遙利,遙留,遙論,遙攝,遙摯,遙翔,遙詢
はるとし	啓敏,元俊,治寿,治俊,治敏,治利,春紀,春歳,春寿,春淑,春俊,春年,春敏,春利,榛俊,晴慧,晴才,晴俊,晴年,晴敏,晴稔,晴利,大世,東寿,明穏,悠寿,悠隼,悠敏,悠稔,遥寿,遥俊,陽俊,陽駿,陽聡,陽稔,遙敏
はるとも	元智,玄友,治智,治朝,春委,春供,春共,春知,春智,春朝,春伴,春朋,春友,春侶,春倫,晴具,晴丈,晴智,晴朝,晴友,晴与,暖友,東倫,悠共,悠知,悠智,悠禎,悠寅,悠那,悠巴,悠伴,悠朋,悠友,悠与,悠呂,遥智,陽智,陽友
はるなり	映成,映也,温成,華成,啓成,浩誠,治成,治也,春成,春晴,春也,晴成,晴稔,晴也,暖成,日成,悠成,遥哉,遥就,遥成,遥也,晏也
はるのすけ	栄之介,治之介,治之助,春ノ介,春ノ助,春ノ亮,春乃介,春之介,春之哉,春之助,春之丞,春之輔,晴ノ介,晴ノ助,晴乃佑,晴乃亮,晴之介,晴之助,晴之輔,晴之祐,晴之亮,晴之涼,青之助,青之輔,暖之介,日之介,明ノ介,悠ノ介,悠乃介,悠之介,悠之助,悠之亮,遥之介,遥之輔,陽ノ介,陽乃介,陽乃佑,陽乃亮,陽之介,陽之助,陽之輔,陽之佑,陽之友,陽之祐,陽之亮,晏之介
はるのぶ	栄伸,啓伸,玄悦,玄信,治伸,治信,治宣,治暢,春延,春宜,春述,春伸,春信,春宣,春暢,春展,晴延,晴喜,晴修,晴伸,晴信,晴宣,晴暢,東信,明信,悠喜,悠信,遥信,遥葉,陽信,令辰,晏宣,遙啓
はるのり	はるのり,栄徳,治紀,治憲,治昇,治則,治典,治徳,治範,春紀,春規,春記,春教,春憲,春載,春則,春典,春徳,春範,春法,晴矩,晴徳,知紀,知憲,悠功,遥徳,陽紀,陽然,陽典,陽範
はるひこ	はるひこ,羽流比古,羽流彦,映彦,栄彦,温彦,花彦,啓彦,治比古,治彦,修彦,春一古,春久,春光,春人,春飛古,春彦,春良,春瑠彦,晴一古,晴久,晴光,晴人,晴比古,晴比琥,晴飛古,晴彦,青彦,大彦,東彦,波瑠彦,明彦,悠比古,悠彦,葉流比古,葉流彦,葉留彦,葉瑠彦,遥彦,陽碑呼,陽久,陽人,陽比古,陽彦,陽良,良彦,遼彦,令彦,遙彦
はるひさ	はるひさ,玄久,玄悠,治久,治恒,治寿,治尚,春久,春玖,春恒,春寿,春尚,春悠,晴久,晴向,晴尚,晴悠,大剛,暖久,暖尚,東久,覇央,悠央,悠久,悠玖,悠寿,悠尚,遥久,遥悠,陽久,陽玖,陽悠,遙悠
はるひで	玄英,治偉,治英,治秀,春偉,春英,春薫,春秀,晴偉,晴英,晴秀,悠英,陽英,陽秀
はるひと	はるひと,絢仁,温人,温仁,啓史,啓仁,玄仁,治一,治史,治人,治仁,治斉,治等,治民,春一,春人,春仁,春斉,春等,春陽太,榛史,榛仁,晴一,晴史,晴人,晴仁,暖人,暖仁,波留仁,波瑠仁,美仁,悠一,悠壱,悠史,悠人,悠仁,悠日人,葉瑠仁,遥一,遥人,遥仁,陽一,陽寛,陽史,陽人,陽仁,遼人,遼仁,令一,令仁,晏仁,脩史,脩仁,遙人
はるひろ	絢寛,温央,治啓,治広,治弥,春央,春寛,春啓,春宏,春広,春弘,春浩,春大,春埜,春博,春裕,春洋,晴寛,晴啓,晴宏,晴広,晴弘,晴丈,晴大,晴裕,晴洋,暖大,悠央,悠寛,悠宏,悠広,悠弘,悠浩,悠尋,悠太,悠大,悠博,悠昊,遥玄,遥宏,遥弘,遥大,遥博,遥優,遥裕,陽祥,陽宏,陽広,陽弘,陽浩,陽尋,陽大,陽博,陽優,陽裕,陽洋,遼弘,遙大
はるふみ	絢郁,映史,温史,開文,喜史,啓文,玄史,玄文,桜史,治史,治書,治章,治文,春史,春書,春章,春文,晴史,晴文,青史,悠郁,悠史,悠文,遥史,遥文,陽史,陽文,遼郁,遼史
はるま	はるま,はる真,はる馬,絢真,絢万,絢満,羽流馬,羽流舞,羽琉真,羽琉馬,羽瑠真,羽瑠馬,栄稀,栄真,栄磨,永真,温真,温誠,温馬,温麻,温眞,温茉,開真,閣馬,喜間,喜稀,喜真,喜馬,喜舞,喜摩,喜磨,喜麻,喜万,喜眞,喜茉,啓真,啓馬,啓優,啓眞,元間,元蒔,元真,元麻,元万,元満,玄守,玄真,玄馬,玄磨,玄眞,玄茉,浩真,浩馬,浩磨,桜真,治真,治誠,治馬,治摩,治磨,治万,治諒,治眞,春雅,春間,春希,春稀,春守,春慎,春真,春誠,春馬,春舞,春摩,春磨,春麻,春満,春目,春優,春眞,春茉,榛真,榛誠,榛馬,榛眞,晴雅,晴間,晴丸,晴稀,晴蒔,晴将,晴慎,晴真,晴誠,晴天,晴馬,晴舞,晴磨,晴麻,晴万,晴満,晴優,晴琉真,晴琉馬,晴留馬,晴眞,晴茉,青雅,青蒔,青真,青馬,青眞,大学,大真,大馬,大舞,大眞,大茉,暖雅,暖丸,暖真,暖馬,暖舞,暖磨,暖麻,暖槙,暖万,暖眞,暖茉,知将,知真,知馬,知磨,知万,知眞,知茉,張真,天馬,東茉,日馬,日麻,巴琉真,覇流真,覇流馬,覇留摩,波琉真,波琉麻,波瑠真,波瑠磨,波瑠麻,派瑠馬,芭琉眞,明真,明馬,明磨,明眞,悠稀,悠蒔,悠守,悠慎,悠真,悠誠,悠天,悠馬,悠舞,悠摩,悠磨,悠麻,悠槙,悠麿,悠万,悠満,悠優,悠眞,悠翔,悠茉,遥間,遥稀,遥蒔,遥守,遥慎,遥真,遥誠,遥直,遥天,遥馬,遥舞,遥摩,遥磨,遥麻,遥万,遥満,遥優,遥眞,遥茉,陽雅,陽稀,陽蒔,陽守,陽将,陽慎,陽真,陽誠,陽大,陽直,陽天,陽馬,陽舞,陽摩,陽磨,陽麻,陽万,陽満,陽優,陽眞,陽茉,立真,流真,流馬,流摩,遼真,遼誠,遼馬,遼磨,遼眞,令稀,令真,令誠,令馬,令磨,令麻,令眞,令茉,晏馬,榮真,櫻丸,脩真,脩馬,脩眞,遙真,遙馬,遙舞,遙磨,遙満,遙優,遙眞
はるまさ	絢聖,栄賢,栄政,温優,華柾,元政,玄雅,玄将,治雅,治将,治昌,治政,治正,春雅,春勝,春将,春昌,春仁,春政,春正,春大,春柾,春優,春將,晴雅,晴匡,晴才,晴将,晴昌,晴真,晴政,晴正,晴大,晴優,大眞,暖昌,暖真,暖誠,暖理,明聖,悠維,悠雅,悠匡,悠将,悠昌,悠真,悠優,悠諒,遥雅,陽雅,陽匡,陽勝,陽将,陽昌,陽晶,陽正,陽大,陽優,遼将,遙正,遙柾
はるみち	栄充,栄道,温充,温道,温路,喜道,啓道,啓路,元道,墾道,桜充,治道,治路,治迪,春往,春軌,春径,春康,春充,春宙,春通,春途,春道,春満,春倫,春路,春迪,昭充,昭道,晴充,晴信,晴通,晴道,晴満,晴理,晴路,晴迪,大道,大路,暖道,張路,日道,日陸,日路,美充,美道,敏充,明吾,冶充,悠充,悠道,悠倫,悠路,遥充,遥宙,遥道,遥路,遥迪,陽充,陽道,陽路,理道,良充,遼充,遼迪,脩道
はるみつ	啓充,治光,治充,治満,春允,春光,春貢,春三,春充,春満,春密,晴温,晴光,晴充,暖光,東光,敏光,悠允,遥三,陽充
はるや	溫也,はるや,絢也,羽流也,羽流矢,羽琉弥,羽瑠也,羽瑠矢,栄哉,温哉,温也,温矢,花弥,華也,喜哉,喜也,喜弥,喜矢,啓陽,玄恭,玄弥,浩哉,浩也,合八,桜也,桜夜,桜弥,時也,治哉,治也,治耶,治弥,治矢,治椰,春哉,春也,春冶,春夜,春耶,春矢,春椰,榛哉,榛也,晴哉,晴埜,晴也,晴夜,晴耶,晴矢,晴躍,晴琉也,晴琉弥,生琉矢,青也,大也,大弥,暖哉,暖也,暖耶,暖弥,暖矢,日哉,日耶,日野,日弥,覇哉,覇也,覇陽,波琉弥,美弥,明弥,明優,悠哉,悠也,悠冶,悠弥,悠矢,悠椰,葉流也,葉流矢,遥哉,遥也,遥野,遥矢,陽哉,陽埜,陽夜,陽耶,陽弥,陽矢,陽躍,陽椰,良弥,遼哉,遼也,遼弥,晏也,晏弥,榮埜,遙哉,遙也,遙弥
はるやす	治康,治保,春安,春億,春穏,春休,春恭,春康,春泰,春保,春靖,春裕,晴康,晴靖,明穏,悠靖,遥安,陽康,陽靖
はるゆき	はるゆき,栄吉,永行,温行,温之,玄幸,玄征,始之,治倖,治幸,治行,治恕,治之,治歴,春維,春往,春起,春恭,春薫,春幸,春行,春志,春征,春雪,春透,春之,春侑,榛幸,榛之,晴往,晴喜,晴倖,晴幸,晴行,晴将,晴祥,晴政,晴之,晴由,晴由樹,全幸,暖幸,暖雪,暖之,知之,東幸,覇瑠之,明征,明之,悠倖,悠幸,悠行,悠志,悠至,悠祥,悠之,悠由,遥幸,遥行,遥志,遥進,遥之,陽幸,陽行,陽志,陽雪,陽之,陽由樹,陽逞,遼往,遼幸,遼征
はるよし	温良,開正,玄慶,玄淳,時嘉,治佳,治吉,治善,治由,治良,春佳,春喜,春義,春吉,春慶,春好,春淑,春祥,春善,春芳,春頼,春良,昭夫,晴喜,晴紀,晴義,晴慶,晴治,晴善,晴泰,晴与,大福,幽霊,悠義,悠慶,悠桂,悠功,悠巧,悠善,悠由,遥喜,遥慶,遥良,陽喜,陽義,陽圭,陽慶,陽詳,陽禅,陽芳,陽熙,晏善
はれい	晴嶺,晴怜,晴鈴,葉礼
はんじ	はん治,伴次,半次,半治,帆司,汎仁,範二,絆司,絆士,絆慈,絆仁,絆二
はんと	伴登,帆乙,帆音,帆士,帆十,帆人,帆仁,帆太,帆跳,帆斗,帆登,帆都,帆飛,帆翔,範斗,絆叶,絆人,絆仁,絆大,絆斗,絆杜,絆登,絆都,絆土,絆翔
ばく	ばく,漠,幕,膜
ばんり	ばんり,伴吏,伴李,伴理,伴里,番莉,磐李,万浬,万鯉,万有,万吏,万李,万理,万里,万緑,万稟,万莉,絆浬,絆有,絆利,絆吏,絆李,絆理,絆里,絆凛,絆莉,萬吏,萬里
ひお	ひお,弾音,灯央,燈央,日音,日緒,日生,日陽,妃音,比音,緋央,緋旺,緋桜,緋竣,緋緒,飛央,飛王,飛音,飛勇,毘於,毘生,毘雄,毘和,桧央,桧緒,桧生,桧朗,氷音,氷魚,陽於,陽央,陽音,陽緒,陽織,陽大,陽和
ひげん	啓玄,日弦,比弦,飛謙,飛元,飛弦,飛源,陽元,陽弦,陽源
ひこたろう	彦太朗,彦太郎
ひさあき	央章,央朗,久暁,久晃,久秋,久彰,久昭,久章,久彬,久明,久明希,久朗,玖彬,玖瞭,寿明,尚暁,尚顕,尚昂,尚秋,尚彰,尚招,尚昭,尚晶,尚章,尚明,壽明
ひさお	永郎,央生,央雄,久央,久緒,久生,久男,久夫,久雄,久朗,久郎,古夫,恒夫,寿男,寿夫,寿雄,尚央,尚生,尚男,尚夫,尚勇,尚雄,尚郎,日佐夫,比佐雄,悠男,壽生,壽男,壽夫,壽郎
ひさかず	久一,久和,恒紀,寿一,寿員,尚一,尚員,尚計,尚算,尚収,尚順,尚数,尚知,尚量,尚和,悠和
ひさかつ	久活,久葛,久克,久勝,久将,尚恰,尚活,尚葛,尚褐,尚轄,尚克,尚勝
ひさし	ひさし,永志,央嗣,央志,央守,喜詩,亀,久司,久史,久嗣,久四,久士,久志,久支,久祉,久至,久詞,久詩,久是,久知,恒司,恒志,恒思,寿司,寿史,寿士,寿志,寿思,寿獅,寿知,寿之,寿巳,序,尚司,尚史,尚士,尚志,尚詩,常,仙志,長,日佐志,日左志,日差,日差志,庇,比佐士,比佐志,比左志,比指,緋指,飛彩士,飛指,毘指,弥史,弥士,弥志,悠司,悠史,悠志,悠詞,悠詩,陽佐志,陽志,陽指,陽詩,壽,壽士,彌,恆
ひさたか	央高,央峻,久敬,久孝,久高,久宝,久峰,久雄,久誉,久隆,久稜,寿賢,寿孝,尚貴,尚喬,尚敬,尚孝,尚昂,尚高,尚峻,尚崇,尚嵩,尚尊,尚隆,悠貴,悠敬,悠嵩
ひさつぐ	久庚,久嗣,久次,久承,尚嗣
ひさてる	久輝,久光,久晃,久昭,久照,向顕,恒照,寿輝,寿光,寿照,尚輝,尚光,尚照
ひさと	一恵,一慧,一達,栄翔,永虎,央虎,央人,央登,央翔,喜人,喜仁,喜翔,久人,久仁,久知,久兎,久徒,久斗,久杜,久渡,久登,久都,久桃,久豊,久翔,桐杜,玖人,玖仁,玖斗,恒仁,恒都,冴悟,冴知,冴智,寿士,寿十,寿人,寿仁,寿征,寿兎,寿斗,寿登,寿都,寿土,寿飛,寿翔,修都,尚人,尚斗,尚渡,尚登,尚都,尚飛,燈里,日郷,日佐斗,日聡,日智,日里,日惺,斐怜,比郷,比暁,比慧,比佐杜,比里,碑慧,緋郷,緋誠,緋聡,緋智,緋哲,緋惺,飛慧,飛仁,飛智,飛里,氷聖,氷知,悠士,悠人,悠仁,悠斗,悠杜,悠登,悠都,悠豊,悠翔,陽咲斗,陽人,陽仁,陽聖,陽聡,陽智,陽里,陽怜,陽俐,陽惺,壽人,壽仁,壽斗
ひさとも	央智,央朋,久知,久智,久朝,久朋,久友,久倫,寿智,寿朝,尚委,尚供,尚共,尚知,尚智,尚朝,尚伴,尚朋,尚友,尚侶
ひさなお	久尚,久直,久猶,恒尚,恒直,寿尚,寿直,寿猶,尚直,尚猶
ひさなり	久成,久也,玖成,恒成,恒也,寿成,寿也,修生,尚成,尚也,弥成,弥也,悠成
ひさのぶ	久延,久伸,久信,久宣,久暢,久頌,寿伸,寿信,尚延,尚宜,尚述,尚伸,尚信,尚宣,尚暢,尚展,能宣,悠喬,悠信
ひさのり	栄範,永謹,永典,央紀,央憲,央典,往典,久規,久矩,久憲,久式,久周,久宣,久則,久哲,久典,久統,久徳,久範,久法,玖則,玖典,恒範,史典,寿宜,寿憲,寿準,寿則,寿典,寿之礼,修功,尚紀,尚規,尚記,尚教,尚憲,尚載,尚成,尚則,尚典,尚徳,尚範,尚法,仙典,宣則,宣典,宣範,長典,之典,富則,文則,弥則,弥典,悠紀,悠徳,悠範,陽則,良則,良典
ひさはる	央春,久治,久春,久晴,久張,寿治,寿春,寿晴,尚映,尚栄,尚温,尚治,尚春,尚晴,尚悠,尚遥,尚陽,尚遙,悠晴
ひさまる	久丸
ひさみつ	永光,久光,久充,久満,玖光,寿光,尚允,尚光,尚貢,尚三,尚充,尚満,尚密
ひさむね	央宗,久意,久旨,久宗,久棟,寿旨,寿宗,尚意,尚旨,尚宗,尚棟,常心
